sciname,comname,iucn_sid,cat_code
Acanthella costata,NA,NA,NE
Stylissa massa,NA,NA,NE
Arete indicus,NA,NA,NE
Phakellia stipitata,NA,NA,NE
Oligometra serripinna,NA,NA,NE
Diodora ticaonica,NA,NA,NE
Gyrineum lacunatum,NA,NA,NE
Parapontophilus junceus,NA,NA,NE
Anchistioides willeyi,NA,NA,NE
Nardoa novaecaledoniae,NA,NA,NE
Nardoa tuberculata,NA,NA,NE
Tamaria fusca,NA,NA,NE
Comaster schlegelii,NA,NA,NE
Comanthus wahlbergii,NA,NA,NE
Comatella nigra,NA,NA,NE
Comatula pectinata,NA,NA,NE
Comatula purpurea,NA,NA,NE
Ophiothrix trilineata,NA,NA,NE
Ophiocoma pusilla,NA,NA,NE
Ophioplocus imbricatus,NA,NA,NE
Phormosoma bursarium,NA,NA,NE
Heterocentrotus trigonarius,NA,NA,NE
Echinocyamus crispus,NA,NA,NE
Lophozozymus pictor,NA,NA,NE
Stomatella impertusa,NA,NA,NE
Pupa solidula,NA,NA,NE
Gayliella flaccida,NA,NA,NE
Ophiocreas sibogae,NA,NA,NE
Achaeus curvirostris,NA,NA,NE
Platymaia wyvillethomsoni,NA,NA,NE
Lewindromia unidentata,NA,NA,NE
Planes major,NA,NA,NE
Metadromia wilsoni,NA,NA,NE
Tetralia nigrolineata,NA,NA,NE
Parvamussium scitulum,NA,NA,NE
Calcinus isabellae,NA,NA,NE
Pilodius pugil,NA,NA,NE
Cycloachelous granulatus,NA,NA,NE
Cyclodius obscurus,NA,NA,NE
Perinia tumida,NA,NA,NE
Thalamita bouvieri,NA,NA,NE
Thalamita gatavakensis,NA,NA,NE
Tetralia rubridactyla,NA,NA,NE
Gelastocaris paronae,NA,NA,NE
Dendronephthya mucronata,NA,NA,NE
Astropecten vappa,NA,NA,NE
Lovenia subcarinata,NA,NA,NE
Zygometra comata,NA,NA,NE
Capillaster multiradiatus,NA,NA,NE
Ophiactis affinis,NA,NA,NE
Ophiopteron elegans,NA,NA,NE
Lyngbya confervoides,NA,NA,NE
Latreillia pennifera,NA,NA,NE
Gelliodes fibulata,NA,NA,NE
Macrophiothrix demessa,NA,NA,NE
Coronaster volsellatus,NA,NA,NE
Cenometra bella,NA,NA,NE
Arachnoides placenta,NA,NA,NE
Phoronis psammophila,NA,NA,NE
Tricolia variabilis,NA,NA,NE
Nerita scabricosta,NA,NA,NE
Pterotrachea coronata,NA,NA,NE
Eudolium crosseanum,NA,NA,NE
Turbonilla elegantula,NA,NA,NE
Issena pacifica,NA,NA,NE
Bulla punctulata,NA,NA,NE
Retusa sulcata,NA,NA,NE
Clio cuspidata,NA,NA,NE
Doto pita,NA,NA,NE
Lobiger souverbii,NA,NA,NE
Natatolana variguberna,NA,NA,NE
Natatolana albicaudata,NA,NA,NE
Benthesicymus altus,NA,NA,NE
Melicertus longistylus,NA,NA,NE
Metapenaeopsis provocatoria,NA,NA,NE
Periclimenella spinifera,NA,NA,NE
Stegopontonia commensalis,NA,NA,NE
Philarius gerlachei,NA,NA,NE
Anchistus demani,NA,NA,NE
Coralliocaris viridis,NA,NA,NE
Cuapetes amymone,NA,NA,NE
Munida heteracantha,NA,NA,NE
Hymenocera picta,NA,NA,NE
Alpheus crockeri,NA,NA,NE
Alpheus paradentipes,NA,NA,NE
Saron neglectus,NA,NA,NE
Petrolisthes coccineus,NA,NA,NE
Calcinus seurati,NA,NA,NE
Pylopaguropsis keijii,NA,NA,NE
Agononida normani,NA,NA,NE
Cryptodromia fallax,NA,NA,NE
Dynomene hispida,NA,NA,NE
Dynomene praedator,NA,NA,NE
Portunus longispinosus,NA,NA,NE
Thalamita spinifera,NA,NA,NE
Echinoecus pentagonus,NA,NA,NE
Etisus electra,NA,NA,NE
Liomera rugata,NA,NA,NE
Lophozozymus dodone,NA,NA,NE
Lophozozymus pulchellus,NA,NA,NE
Paraxanthias notatus,NA,NA,NE
Pilodius nigrocrinitus,NA,NA,NE
Platypodia semigranosa,NA,NA,NE
Pseudoliomera speciosa,NA,NA,NE
Tweedieia laysani,NA,NA,NE
Xanthias latifrons,NA,NA,NE
Crossotonotus spinipes,NA,NA,NE
Sphaeroma walkeri,NA,NA,NE
Palaemon serrifer,NA,NA,NE
Metalpheus rostratipes,NA,NA,NE
Metapenaeus lysianassa,NA,NA,NE
Metapenaeus moyebi,NA,NA,NE
Metapenaeus brevicornis,NA,NA,NE
Parapenaeopsis venusta,NA,NA,NE
Sergia bigemmea,NA,NA,NE
Sergia gardineri,NA,NA,NE
Paragiopagurus boletifer,NA,NA,NE
Cyclograpsus integer,NA,NA,NE
Euphausia distinguenda,NA,NA,NE
Euphausia gibboides,NA,NA,NE
Nematoscelis tenella,NA,NA,NE
Oncaea media,NA,NA,NE
Arcoscalpellum michelottianum,NA,NA,NE
Harmothoe dictyophora,NA,NA,NE
Hyperhalosydna striata,NA,NA,NE
Eunice antennata,NA,NA,NE
Pista brevibranchiata,NA,NA,NE
Telmatactis decora,NA,NA,NE
Edwardsianthus pudica,NA,NA,NE
Melithaea ochracea,NA,NA,NE
Clytia gracilis,NA,NA,NE
Dynamena quadridentata,NA,NA,NE
Dynamena crisioides,NA,NA,NE
Diphasia digitalis,NA,NA,NE
Crypthelia pudica,NA,NA,NE
Sanderia malayensis,NA,NA,NE
Chelophyes contorta,NA,NA,NE
Abyla haeckeli,NA,NA,NE
Sulculeolaria quadrivalvis,NA,NA,NE
Ceratocymba leuckarti,NA,NA,NE
Leiopathes glaberrima,NA,NA,NE
Culicia rubeola,NA,NA,NE
Coscinaraea exaesa,NA,NA,NE
Bentharca asperula,NA,NA,NE
Arcuatula senhousia,NA,NA,NE
Dendostrea frons,NA,NA,NE
Caberea boryi,NA,NA,NE
Terpios fugax,NA,NA,NE
Paratetilla bacca,NA,NA,NE
Oikopleura cophocerca,NA,NA,NE
Agnezia glaciata,NA,NA,NE
Ascidia gemmata,NA,NA,NE
Clavelina fecunda,NA,NA,NE
Diplosoma versicolor,NA,NA,NE
Lissoclinum badium,NA,NA,NE
Trididemnum cyclops,NA,NA,NE
Trididemnum paracyclops,NA,NA,NE
Sigillina cyanea,NA,NA,NE
Octacnemus ingolfi,NA,NA,NE
Microgastra granosa,NA,NA,NE
Eudistoma glaucum,NA,NA,NE
Aplidium longithorax,NA,NA,NE
Pycnoclavella diminuta,NA,NA,NE
Pyura elongata,NA,NA,NE
Polycarpa argentata,NA,NA,NE
Salpa aspera,NA,NA,NE
Ammothella appendiculata,NA,NA,NE
Octopus bocki,NA,NA,NE
Omniglypta cerina,NA,NA,NE
Thysanocardia catharinae,NA,NA,NE
Phascolion pacificum,NA,NA,NE
Basiliola beecheri,NA,NA,NE
Eukrohnia bathypelagica,NA,NA,NE
Asymmetron lucayanum,NA,NA,NE
Lepetodrilus elevatus,NA,NA,NE
Architectonica perdix,NA,NA,NE
Dosinia japonica,NA,NA,NE
Septifer virgatus,NA,NA,NE
Cardita leana,NA,NA,NE
Dosinia laminata,NA,NA,NE
Paphia euglypta,NA,NA,NE
Plesionika izumiae,NA,NA,NE
Anadara uropigimelana,NA,NA,NE
Cadella semen,NA,NA,NE
Trapezia guttata,NA,NA,NE
Ophiopsila pantherina,NA,NA,NE
Amphioplus impressus,NA,NA,NE
Amphioplus intermedius,NA,NA,NE
Leiogalathea laevirostris,NA,NA,NE
Rugathanas borradailei,NA,NA,NE
Alpheus eulimene,NA,NA,NE
Alpheus hippothoe,NA,NA,NE
Salmoneus serratidigitus,NA,NA,NE
Harpiosquilla raphidea,NA,NA,NE
Etisus utilis,NA,NA,NE
Hypothalassia armata,NA,NA,NE
Ozius tuberculosus,NA,NA,NE
Galene bispinosa,NA,NA,NE
Corbicula japonica,NA,NA,NE
Paphia gallus,NA,NA,NE
Scapharca pilula,NA,NA,NE
Schizophrys dama,NA,NA,NE
Tucetona pectunculus,NA,NA,NE
Modiolus aratus,NA,NA,NE
Pteria avicular,NA,NA,NE
Desmapsamma anchorata,NA,NA,NE
Trachycardium rugosum,NA,NA,NE
Fulvia papyracea,NA,NA,NE
Trachycardium subrugosum,NA,NA,NE
Tellina remies,NA,NA,NE
Soletellina diphos,NA,NA,NE
Celerina heffernani,NA,NA,NE
Tapes dorsatus,NA,NA,NE
Katelysia japonica,NA,NA,NE
Ophiarthrum pictum,NA,NA,NE
Ophiomastix variabilis,NA,NA,NE
Periglypta clathrata,NA,NA,NE
Astropyga radiata,NA,NA,NE
Sunetta truncata,NA,NA,NE
Cerithidea cingulata,NA,NA,NE
Strombus bulla,NA,NA,NE
Strombus marginatus,NA,NA,NE
Strombus sinuatus,NA,NA,NE
Xenophora solaris,NA,NA,NE
Natica lineata,NA,NA,NE
Bufonaria crumena,NA,NA,NE
Babylonia lutosa,NA,NA,NE
Oliva vidua,NA,NA,NE
Nembrotha lineolata,NA,NA,NE
Tambja morosa,NA,NA,NE
Ardeadoris egretta,NA,NA,NE
Ceratosoma trilobatum,NA,NA,NE
Glossodoris cincta,NA,NA,NE
Hypselodoris infucata,NA,NA,NE
Platydoris cruenta,NA,NA,NE
Platydoris scabra,NA,NA,NE
Phyllodesmium serratum,NA,NA,NE
Lissoclinum timorense,NA,NA,NE
Dentalium variabile,NA,NA,NE
Botrylloides violaceus,NA,NA,NE
Calliodentalium crocinum,NA,NA,NE
Galeoctopus lateralis,NA,NA,NE
Gadilina insolita,NA,NA,NE
Dentalium javanum,NA,NA,NE
Fustiaria langfordi,NA,NA,NE
Megaentalina mediocarinata,NA,NA,NE
Oxynoe viridis,NA,NA,NE
Doriopsilla miniata,NA,NA,NE
Gymnodoris alba,NA,NA,NE
Oxynaspis celata,NA,NA,NE
Clanculus atropurpureus,NA,NA,NE
Rissoina ambigua,NA,NA,NE
Manningia notialis,NA,NA,NE
Manningia raymondi,NA,NA,NE
Gyrineum pusillum,NA,NA,NE
Gonodactylellus erdmanni,NA,NA,NE
Gonodactylus childi,NA,NA,NE
Coralliophila monodonta,NA,NA,NE
Engina zonalis,NA,NA,NE
Mitra ferruginea,NA,NA,NE
Imbricaria conularis,NA,NA,NE
Vexillum costatum,NA,NA,NE
Vexillum cancellarioides,NA,NA,NE
Terebra babylonia,NA,NA,NE
Terebra dimidiata,NA,NA,NE
Terebra guttata,NA,NA,NE
Terebra undulata,NA,NA,NE
Clibanarius taeniatus,NA,NA,NE
Raoulserenea ornata,NA,NA,NE
Cloridina moluccensis,NA,NA,NE
Kempella mikado,NA,NA,NE
Odontodactylus hawaiiensis,NA,NA,NE
Savignium crenatum,NA,NA,NE
Thaumoctopus mimicus,NA,NA,NE
Ctenoides annulatus,NA,NA,NE
Plicatula australis,NA,NA,NE
Semele australis,NA,NA,NE
Tapes platyptycha,NA,NA,NE
Megalasma striatum,NA,NA,NE
Mitrella bicincta,NA,NA,NE
Leonnates indicus,NA,NA,NE
Paguristes palythophilus,NA,NA,NE
Lophozozymus anaglyptus,NA,NA,NE
Leptodius nudipes,NA,NA,NE
Pilodius pubescens,NA,NA,NE
Cymo melanodactylus,NA,NA,NE
Labioleanira yhleni,NA,NA,NE
Funafutia levukana,NA,NA,NE
Guildfordia triumphans,NA,NA,NE
Chlamys coruscans,NA,NA,NE
Quadrans gargadia,NA,NA,NE
Clypeomorus brevis,NA,NA,NE
Chicoreus axicornis,NA,NA,NE
Engina alveolata,NA,NA,NE
Microtis tuberculata,NA,NA,NE
Pseudostomatella decolorata,NA,NA,NE
Ethalia guamensis,NA,NA,NE
Albunea microps,NA,NA,NE
Heteroglypta contraria,NA,NA,NE
Paralbunea dayriti,NA,NA,NE
Chirostylus dolichopus,NA,NA,NE
Aniculus ursus,NA,NA,NE
Calcinus vachoni,NA,NA,NE
Pupa sulcata,NA,NA,NE
Bistolida ursellus,NA,NA,NE
Hippa adactyla,NA,NA,NE
Cymo quadrilobatus,NA,NA,NE
Oliva tessellata,NA,NA,NE
Fulvia aperta,NA,NA,NE
Pitar prora,NA,NA,NE
Bostrychia tenella,NA,NA,NE
Padina gymnospora,NA,NA,NE
Halimeda fragilis,NA,NA,NE
Symploca hydnoides,NA,NA,NE
Halimeda lacunalis,NA,NA,NE
Bornetella oligospora,NA,NA,NE
Caulerpa urvilleana,NA,NA,NE
Halimeda cuneata,NA,NA,NE
Avrainvillea lacerata,NA,NA,NE
Predaea weldii,NA,NA,NE
Halimeda micronesica,NA,NA,NE
Halimeda simulans,NA,NA,NE
Eucheuma denticulatum,NA,NA,NE
Annella mollis,NA,NA,NE
Ophiactis modesta,NA,NA,NE
Parapontocaris aspera,NA,NA,NE
Rapana venosa,NA,NA,NE
Ciliopagurus krempfi,NA,NA,NE
Cliona patera,NA,NA,NE
Octolasmis neptuni,NA,NA,NE
Pachylasma scutistriata,NA,NA,NE
Latreillopsis bispinosa,NA,NA,NE
Solidobalanus ciliatus,NA,NA,NE
Cellana radiata,NA,NA,NE
Callianassa joculatrix,NA,NA,NE
Nardoa frianti,NA,NA,NE
Asterina cepheus,NA,NA,NE
Galathea pubescens,NA,NA,NE
Agononida squamosa,NA,NA,NE
Maoricardium setosum,NA,NA,NE
Complicachlamys wardiana,NA,NA,NE
Higginsia mixta,NA,NA,NE
Stomopneustes variolaris,NA,NA,NE
Anthenoides cristatus,NA,NA,NE
Halityle regularis,NA,NA,NE
Comanthus briareus,NA,NA,NE
Dorometra nana,NA,NA,NE
Ophioplinthaca rudis,NA,NA,NE
Ophiocoma schoenleinii,NA,NA,NE
Ophiomastix caryophyllata,NA,NA,NE
Ophiarachnella septemspinosa,NA,NA,NE
Hygrosoma hoplacantha,NA,NA,NE
Peronella orbicularis,NA,NA,NE
Coenobita cavipes,NA,NA,NE
Babylonia spirata,NA,NA,NE
Parapagurus richeri,NA,NA,NE
Septifer cumingii,NA,NA,NE
Actaea polyacantha,NA,NA,NE
Aethra scruposa,NA,NA,NE
Alpheus djeddensis,NA,NA,NE
Alpheus sizou,NA,NA,NE
Coralliogalathea humilis,NA,NA,NE
Xanthias punctatus,NA,NA,NE
Uca crassipes,NA,NA,NE
Trichopagurus trichophthalmus,NA,NA,NE
Menaethius orientalis,NA,NA,NE
Solanderia secunda,NA,NA,NE
Pseudograpsus albus,NA,NA,NE
Paliculus kyusyuensis,NA,NA,NE
Eucrate laevis,NA,NA,NE
Pleroma menoui,NA,NA,NE
Clarkcomanthus luteofuscum,NA,NA,NE
Phycopsis fusiformis,NA,NA,NE
Acanthochaetetes wellsi,NA,NA,NE
Xestospongia bergquistia,NA,NA,NE
Ophiothrix ciliaris,NA,NA,NE
Luidia avicularia,NA,NA,NE
Plakortis lita,NA,NA,NE
Clypeaster virescens,NA,NA,NE
Phoronopsis harmeri,NA,NA,NE
Psilaxis oxytropis,NA,NA,NE
Cerithium interstriatum,NA,NA,NE
Distorsio perdistorta,NA,NA,NE
Corolla ovata,NA,NA,NE
Chelidonura hirundinina,NA,NA,NE
Natatolana tenuistylis,NA,NA,NE
Paracerceis sculpta,NA,NA,NE
Lucifer chacei,NA,NA,NE
Metapenaeopsis commensalis,NA,NA,NE
Penaeopsis balssi,NA,NA,NE
Litopenaeus vannamei,NA,NA,NE
Justitia mauritiana,NA,NA,NE
Coralliocaris nudirostris,NA,NA,NE
Palaemonella pottsi,NA,NA,NE
Laomenes amboinensis,NA,NA,NE
Periclimenes ceratopthalmus,NA,NA,NE
Solenocera alfonso,NA,NA,NE
Nucia speciosa,NA,NA,NE
Alpheus brevipes,NA,NA,NE
Alpheus clypeatus,NA,NA,NE
Synalpheus coutierei,NA,NA,NE
Thor paschalis,NA,NA,NE
Plesionika spinidorsalis,NA,NA,NE
Aegaeon rathbuni,NA,NA,NE
Pontophilus orientalis,NA,NA,NE
Plesionika sindoi,NA,NA,NE
Dardanus brachyops,NA,NA,NE
Dardanus sanguinocarpus,NA,NA,NE
Nematopagurus kosiensis,NA,NA,NE
Pagurixus nomurai,NA,NA,NE
Schizophroida hilensis,NA,NA,NE
Kraussia rugulosa,NA,NA,NE
Laleonectes nipponensis,NA,NA,NE
Lophozozymus incisus,NA,NA,NE
Paramedaeus simplex,NA,NA,NE
Platypodia granulosa,NA,NA,NE
Utinomiella dimorpha,NA,NA,NE
Exopalicus maculatus,NA,NA,NE
Grapsus longitarsis,NA,NA,NE
Metapenaeus intermedius,NA,NA,NE
Metapenaeus dobsoni,NA,NA,NE
Allosergestes sargassi,NA,NA,NE
Lysmata vittata,NA,NA,NE
Thor amboinensis,NA,NA,NE
Heterocarpus tricarinatus,NA,NA,NE
Paragiopagurus diogenes,NA,NA,NE
Galacantha rostrata,NA,NA,NE
Euphausia pseudogibba,NA,NA,NE
Stylocheiron elongatum,NA,NA,NE
Thysanopoda orientalis,NA,NA,NE
Halocypris inflata,NA,NA,NE
Acasta cyathus,NA,NA,NE
Hesione splendida,NA,NA,NE
Nereis jacksoni,NA,NA,NE
Nematonereis hebes,NA,NA,NE
Magelona pacifica,NA,NA,NE
Armandia intermedia,NA,NA,NE
Amphiglena mediterranea,NA,NA,NE
Sertularella quadridens,NA,NA,NE
Enneagonum hyalinum,NA,NA,NE
Linuche unguiculata,NA,NA,NE
Conocyathus zelandiae,NA,NA,NE
Ircinia ramosa,NA,NA,NE
Pseudoceratina purpurea,NA,NA,NE
Crisia elongata,NA,NA,NE
Placospongia carinata,NA,NA,NE
Placospongia melobesioides,NA,NA,NE
Tethya seychellensis,NA,NA,NE
Asteropus simplex,NA,NA,NE
Bugula neritina,NA,NA,NE
Atriolum robustum,NA,NA,NE
Clavelina robusta,NA,NA,NE
Didemnum fragile,NA,NA,NE
Oikopleura rufescens,NA,NA,NE
Didemnum sordidum,NA,NA,NE
Leptoclinides rufus,NA,NA,NE
Ecteinascidia diaphanis,NA,NA,NE
Ecteinascidia sluiteri,NA,NA,NE
Eudistoma gilboviride,NA,NA,NE
Eudistoma ovatum,NA,NA,NE
Pseudodistoma fragile,NA,NA,NE
Halocynthia papillosa,NA,NA,NE
Botryllus perspicuum,NA,NA,NE
Polycarpa decipiens,NA,NA,NE
Polycarpa insulsa,NA,NA,NE
Ritteriella amboinensis,NA,NA,NE
Anoplodactylus pectinus,NA,NA,NE
Anoplodactylus tubiferus,NA,NA,NE
Rhynchothorax mediterraneus,NA,NA,NE
Ammothella stauromata,NA,NA,NE
Colossendeis arcuata,NA,NA,NE
Endeis mollis,NA,NA,NE
Laevidentalium erectum,NA,NA,NE
Aspidosiphon misakiensis,NA,NA,NE
Antillesoma antillarum,NA,NA,NE
Sipunculus phalloides,NA,NA,NE
Epigonichthys cultellus,NA,NA,NE
Eumunida funambulus,NA,NA,NE
Aglaophenia cupressina,NA,NA,NE
Turritella bacillum,NA,NA,NE
Parahyotissa inermis,NA,NA,NE
Firoloida desmarestia,NA,NA,NE
Anguipecten lamberti,NA,NA,NE
Anguipecten superbus,NA,NA,NE
Meiocardia moltkiana,NA,NA,NE
Frigidocardium torresi,NA,NA,NE
Galathea balssi,NA,NA,NE
Eplumula phalangium,NA,NA,NE
Septifer excisus,NA,NA,NE
Latreutes mucronatus,NA,NA,NE
Amphioplus cyrtacanthus,NA,NA,NE
Ophiomusium simplex,NA,NA,NE
Microvoluta joloensis,NA,NA,NE
Alpheus alcyone,NA,NA,NE
Alpheus nonalter,NA,NA,NE
Alpheus serenei,NA,NA,NE
Athanas parvus,NA,NA,NE
Synalpheus gracilirostris,NA,NA,NE
Chlorotocoides spinicauda,NA,NA,NE
Plesionika ortmanni,NA,NA,NE
Prionocidaris baculosa,NA,NA,NE
Miyakea nepa,NA,NA,NE
Lauridromia dehaani,NA,NA,NE
Atergatopsis signata,NA,NA,NE
Scapharca indica,NA,NA,NE
Anadara ferruginea,NA,NA,NE
Meretrix lusoria,NA,NA,NE
Modiolus metcalfei,NA,NA,NE
Amusium japonicum,NA,NA,NE
Bractechlamys vexillum,NA,NA,NE
Acesta rathbuni,NA,NA,NE
Amphimedon viridis,NA,NA,NE
Trachycardium angulatum,NA,NA,NE
Vepricardium asiaticum,NA,NA,NE
Pharella javanica,NA,NA,NE
Solen lamarckii,NA,NA,NE
Tellina timorensis,NA,NA,NE
Meretrix lyrata,NA,NA,NE
Katelysia marmorata,NA,NA,NE
Ophiomastix janualis,NA,NA,NE
Sunetta menstrualis,NA,NA,NE
Turbo crassus,NA,NA,NE
Nerita picea,NA,NA,NE
Opheodesoma grisea,NA,NA,NE
Strombus aurisdianae,NA,NA,NE
Lambis millepeda,NA,NA,NE
Strombus epidromis,NA,NA,NE
Natica stellata,NA,NA,NE
Neverita peselephanti,NA,NA,NE
Murex trapa,NA,NA,NE
Pugilina colosseus,NA,NA,NE
Pugilina ternatana,NA,NA,NE
Oliva tricolor,NA,NA,NE
Hastula hectica,NA,NA,NE
Gymnodoris citrina,NA,NA,NE
Chromodoris lineolata,NA,NA,NE
Sycon gelatinosum,NA,NA,NE
Glossodoris hikuerensis,NA,NA,NE
Asteronotus cespitosus,NA,NA,NE
Phestilla melanobrachia,NA,NA,NE
Phestilla lugubris,NA,NA,NE
Phyllodesmium briareum,NA,NA,NE
Leucosolenia macleayi,NA,NA,NE
Embletonia gracilis,NA,NA,NE
Didemnum nekozita,NA,NA,NE
Chiton hululensis,NA,NA,NE
Cadulus aequatorialis,NA,NA,NE
Laevidentalium eburneum,NA,NA,NE
Anulidentalium bambusa,NA,NA,NE
Fustiaria caesura,NA,NA,NE
Fissidentalium magnificum,NA,NA,NE
Striodentalium rhabdotum,NA,NA,NE
Antalis weinkauffi,NA,NA,NE
Eudendrium racemosum,NA,NA,NE
Haliotis clathrata,NA,NA,NE
Bathysquilla crassispinosa,NA,NA,NE
Cerithium balteatum,NA,NA,NE
Diala semistriata,NA,NA,NE
Eurysquilloides sibogae,NA,NA,NE
Manningia australiensis,NA,NA,NE
Cypraea helvola,NA,NA,NE
Gonodactylaceus ternatensis,NA,NA,NE
Gonodactylellus espinosus,NA,NA,NE
Gonodactylellus viridis,NA,NA,NE
Vitularia miliaris,NA,NA,NE
Colubraria nitidula,NA,NA,NE
Mitra chrysostoma,NA,NA,NE
Imbricaria olivaeformis,NA,NA,NE
Vexillum pacificum,NA,NA,NE
Macrophiothrix koehleri,NA,NA,NE
Terebra cingulifera,NA,NA,NE
Terebra crenulata,NA,NA,NE
Terebra felina,NA,NA,NE
Terebra nebulosa,NA,NA,NE
Suberites aurantiacus,NA,NA,NE
Chorisquilla spinosissima,NA,NA,NE
Raoulserenea oxyrhyncha,NA,NA,NE
Faughnia serenei,NA,NA,NE
Busquilla plantei,NA,NA,NE
Clorida seversi,NA,NA,NE
Quollastria capricornae,NA,NA,NE
Scalpellum stearnsii,NA,NA,NE
Hesione pantherina,NA,NA,NE
Linopherus paucibranchiata,NA,NA,NE
Laevicardium biradiatum,NA,NA,NE
Parahyotissa numisma,NA,NA,NE
Octolasmis orthogonia,NA,NA,NE
Sigambra constricta,NA,NA,NE
Aglaophamus dibranchis,NA,NA,NE
Leonnates persicus,NA,NA,NE
Munida leptitis,NA,NA,NE
Steggoa magalaensis,NA,NA,NE
Cymo deplanatus,NA,NA,NE
Wallucina fijiensis,NA,NA,NE
Acrosterigma transcendens,NA,NA,NE
Clanculus denticulatus,NA,NA,NE
Architectonica trochlearis,NA,NA,NE
Mirapecten rastellum,NA,NA,NE
Spondylus sinensis,NA,NA,NE
Phos textum,NA,NA,NE
Herpolitha weberi,NA,NA,NE
Uroptychus australis,NA,NA,NE
Royella sinon,NA,NA,NE
Heliacus implexus,NA,NA,NE
Pustularia bistrinotata,NA,NA,NE
Scleritoderma flabelliforme,NA,NA,NE
Liomera stimpsonii,NA,NA,NE
Thalassograpsus harpax,NA,NA,NE
Morula spinosa,NA,NA,NE
Engina lineata,NA,NA,NE
Mitra luctuosa,NA,NA,NE
Acanthephyra smithi,NA,NA,NE
Vanvoorstia spectabilis,NA,NA,NE
Martensia elegans,NA,NA,NE
Padina pavonica,NA,NA,NE
Gracilaria coronopifolia,NA,NA,NE
Ecionemia acervus,NA,NA,NE
Atergatis integerrimus,NA,NA,NE
Diogenes pallescens,NA,NA,NE
Pylopaguropsis fimbriata,NA,NA,NE
Paragiopagurus hirsutus,NA,NA,NE
Nobia grandis,NA,NA,NE
Clypeomorus pellucida,NA,NA,NE
Fromia pacifica,NA,NA,NE
Cryptasterina pentagona,NA,NA,NE
Munidopsis cylindrophthalma,NA,NA,NE
Petrolisthes carinipes,NA,NA,NE
Petrolisthes pubescens,NA,NA,NE
Stylissa flabelliformis,NA,NA,NE
Triebelina sertata,NA,NA,NE
Anthenoides laevigatus,NA,NA,NE
Glyphocrangon faxoni,NA,NA,NE
Bistolida stolida,NA,NA,NE
Prosimnia semperi,NA,NA,NE
Pseudoceratina verrucosa,NA,NA,NE
Ctenodiscus orientalis,NA,NA,NE
Tamaria megaloplax,NA,NA,NE
Colobometra perspinosa,NA,NA,NE
Micropyga tuberculata,NA,NA,NE
Synaptula reticulata,NA,NA,NE
Amathina tricarinata,NA,NA,NE
Glorichlamys elegantissima,NA,NA,NE
Psilaxis radiatus,NA,NA,NE
Eucopia major,NA,NA,NE
Reophax scorpiurus,NA,NA,NE
Clanculus stigmatarius,NA,NA,NE
Glyptometra inaequalis,NA,NA,NE
Tanaoa distinctus,NA,NA,NE
Ophiocreas oedipus,NA,NA,NE
Rayllianassa amboinensis,NA,NA,NE
Liomera monticulosa,NA,NA,NE
Caphyra rotundifrons,NA,NA,NE
Thalamita pilumnoides,NA,NA,NE
Daldorfia leprosa,NA,NA,NE
Rhabderemia sorokinae,NA,NA,NE
Etisus frontalis,NA,NA,NE
Plagusia speciosa,NA,NA,NE
Percnon guinotae,NA,NA,NE
Pagurixus maorus,NA,NA,NE
Pagurixus ruber,NA,NA,NE
Trapezia serenei,NA,NA,NE
Tetraloides nigrifrons,NA,NA,NE
Thalamita cooperi,NA,NA,NE
Thalamita mitsiensis,NA,NA,NE
Quadrella coronata,NA,NA,NE
Microprosthema validum,NA,NA,NE
Herengeria vasiformis,NA,NA,NE
Clarkcomanthus littoralis,NA,NA,NE
Ceratopsion clavatum,NA,NA,NE
Hyrtios reticulatus,NA,NA,NE
Comatula solaris,NA,NA,NE
Medaeops granulosus,NA,NA,NE
Miersiella haswelli,NA,NA,NE
Oliva mustelina,NA,NA,NE
Siphonaria laciniosa,NA,NA,NE
Cassidula nucleus,NA,NA,NE
Cerithium munitum,NA,NA,NE
Chicomurex superbus,NA,NA,NE
Chicoreus aculeatus,NA,NA,NE
Cymadusa filosa,NA,NA,NE
Benthesicymus laciniatus,NA,NA,NE
Fenneropenaeus penicillatus,NA,NA,NE
Metapenaeopsis ceylonica,NA,NA,NE
Metapenaeopsis difficilis,NA,NA,NE
Metapenaeopsis menoui,NA,NA,NE
Sicyonia bispinosa,NA,NA,NE
Solenocera rathbuni,NA,NA,NE
Sergia challengeri,NA,NA,NE
Cycloes marisrubri,NA,NA,NE
Vir philippinensis,NA,NA,NE
Periclimenes venustus,NA,NA,NE
Dactylonia ascidicola,NA,NA,NE
Nematocarcinus tenuirostris,NA,NA,NE
Palaemonella lata,NA,NA,NE
Palaemonella spinulata,NA,NA,NE
Periclimenaeus arabicus,NA,NA,NE
Periclimenaeus hecate,NA,NA,NE
Periclimenes affinis,NA,NA,NE
Periclimenes hertwigi,NA,NA,NE
Urocaridella antonbrunii,NA,NA,NE
Actaeomorpha erosa,NA,NA,NE
Cyrtomaia lamellata,NA,NA,NE
Lysmata amboinensis,NA,NA,NE
Pachycheles pisoides,NA,NA,NE
Hippa pacifica,NA,NA,NE
Cryptodromiopsis unidentata,NA,NA,NE
Lahaina ovata,NA,NA,NE
Aethra edentata,NA,NA,NE
Charybdis erythrodactyla,NA,NA,NE
Xanthias lamarcki,NA,NA,NE
Bathypalaemonella serratipalma,NA,NA,NE
Stenothoe gallensis,NA,NA,NE
Metapenaeus elegans,NA,NA,NE
